date,quota,quota_premium,quota_premium_growth_rate,overdemand,overdemand_growth_rate,quota_cat_b,quota_premium_cat_b,quota_premium_cat_b_growth_rate,overdemand_cat_b_growth_rate,sora_1m,sti_close,sti_close_growth_rate,policy_catA_is_cc_only_1600,policy_catA_is_cc_mpo_97,policy_catA_is_cc_mpo_97_or_ev110,policy_vgr_annual_percent,policy_car_loan_tenure_cap_years,policy_car_loan_ltv_cap_omv_le_20000,policy_car_loan_ltv_cap_omv_gt_20000,policy_tdsr_threshold,policy_arf_is_flat_100pct,policy_arf_is_tiered_100_140_180,policy_arf_is_plus_220_over_80k,policy_arf_is_revised_2023_plus_320_over_80k,policy_parf_rebate_cap,policy_ves_active,policy_eeai_active,policy_eeai_arf_rebate_cap,policy_ev_arf_floor_zero_active,gtrends_coe,gtrends_sgcarmart,cat_a_divide_cat_b,cpi_all_growth_rate_lag_3,cpi_transport_growth_rate_lag_3,cpi_private_transport_growth_rate_lag_3,cpi_cars_growth_rate_lag_3,cpi_petrol_growth_rate_lag_3,cpi_lubricants_growth_rate_lag_3,cpi_land_transport_growth_rate_lag_3,cpi_bus_train_fare_growth_rate_lag_3,cpi_ptp_transport_services_growth_rate_lag_3,cpi_commuting_fares_growth_rate_lag_3,regis_cat_a_growth_rate_lag_3,regis_cat_b_growth_rate_lag_3,total_cars_cat_a_growth_rate_lag_3,total_cars_cat_b_growth_rate_lag_3,deregis_cat_a_lag_3,deregis_cat_a_growth_rate_lag_3,total_cars_cat_a_lag_3,total_cars_cat_b_lag_3,quota_per_bid_lag_-1,quota_per_bid_growth_rate_lag_-1,pqp_cat_a_lag_1,pqp_cat_b_lag_1,pqp_cat_a_growth_rate_lag_1,pqp_cat_b_growth_rate_lag_1
2025-08-20,1264.0,104524.0,2.4654687331509963,1.5205696202531649,9.862238090086194,792.0,124400.0,0.7303762004242984,-4.297797010228161,1.5773,4219.5400390625,-0.1930164361949706,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,59.0,27.0,0.8402250803858521,-0.4955401387512388,0.1968503937007902,0.8866995073891681,1.368523949169116,0.1006036217303765,0.707785642062678,-0.765550239234447,0.0,-1.8410852713178347,0.0,2.7615713730066123,-3.351404632824051,0.1399803841235552,0.0270687516546146,2191.0,-4.23951048951049,322639.0,336272.0,1264.0,0.9584664536741214,100644.0,119379.0,0.1701949777552178,1.5628456211396775
2025-08-06,1268.0,102009.0,0.8971138058594291,1.3840694006309149,-7.45789973369603,789.0,123498.0,3.6918245858557026,10.01267427122941,1.632,4227.7001953125,-0.0845982781925118,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,59.0,27.0,0.8259971821406015,-0.0990099009900933,-0.1964636542239713,-0.1966568338249782,-1.1594202898550752,1.6359918200409087,0.3042596348884496,-0.3813155386082037,0.0,-0.9596928982725528,0.0,15.55056179775281,-8.106884057971014,0.0879141361581833,0.0178507144748468,2288.0,8.333333333333332,322188.0,336181.0,1264.0,0.9584664536741214,100473.0,117542.0,0.8329737161667152,0.5414467662883098
2025-07-23,1253.0,101102.0,0.0,1.49561053471668,-2.294056308654855,784.0,119101.0,-0.4172240802675585,-4.619921363040633,1.5574,4231.27978515625,4.274702029038139,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,56.0,28.0,0.8488761639280946,-0.0990099009900933,-0.1964636542239713,-0.1966568338249782,-1.1594202898550752,1.6359918200409087,0.3042596348884496,-0.3813155386082037,0.0,-0.9596928982725528,0.0,15.55056179775281,-8.106884057971014,0.0879141361581833,0.0178507144748468,2288.0,8.333333333333332,322188.0,336181.0,1264.0,0.9584664536741214,100473.0,117542.0,0.8329737161667152,0.5414467662883098
2025-07-09,1253.0,101102.0,3.034935387876564,1.5307262569832405,16.547099347722117,781.0,119600.0,2.5113568183766177,3.491456044954159,1.6733,4057.820068359375,3.4944311945263027,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,56.0,28.0,0.8453344481605352,0.6979062811565333,-0.0981354268891153,0.0,0.6809338521400806,-1.0121457489878545,-1.2024048096192417,0.4789272030651341,0.0,1.263362487852281,0.0,5.650522317188984,20.787746170678336,0.0351158512330946,0.0812867725875991,2112.0,7.535641547861507,321905.0,336121.0,1252.0,10.01757469244288,99643.0,116909.0,1.3373606704092424,-0.0307837017401342
2025-06-18,1254.0,98124.0,1.1598057711935177,1.313397129186603,-0.9709438372017262,784.0,116670.0,3.247787610619469,21.079835938482177,1.9108,3920.81005859375,0.4336756326901347,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,58.0,30.0,0.8410388274620725,0.6979062811565333,-0.0981354268891153,0.0,0.6809338521400806,-1.0121457489878545,-1.2024048096192417,0.4789272030651341,0.0,1.263362487852281,0.0,5.650522317188984,20.787746170678336,0.0351158512330946,0.0812867725875991,2112.0,7.535641547861507,321905.0,336121.0,1252.0,10.01757469244288,99643.0,116909.0,1.3373606704092424,-0.0307837017401342
2025-06-04,1275.0,96999.0,-5.367752509731613,1.3262745098039217,-12.251185173808429,795.0,113000.0,-3.4088966389715183,-12.344651786382183,2.1723,3903.8798828125,0.5493769227987934,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,58.0,30.0,0.8583982300884956,-0.2982107355864782,0.6916996047430858,0.99304865938431,1.3806706114398335,1.1258955987717445,0.0,-0.9487666034155596,0.0,-2.2792022792022713,0.0,0.0950570342205323,-17.546233649075326,0.0441473651484532,-0.0136947965727283,1964.0,-5.120772946859904,321792.0,335848.0,1252.0,10.01757469244288,98328.0,116945.0,4.919012356217589,2.3597580722807203
2025-05-21,1267.0,102501.0,-0.4931607917754759,1.511444356748224,-14.508928571428571,782.0,116988.0,-2.4205521728250896,-6.088541776753822,2.1953,3882.550048828125,0.4444576100030847,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,55.0,29.0,0.8761667863370602,-0.2982107355864782,0.6916996047430858,0.99304865938431,1.3806706114398335,1.1258955987717445,0.0,-0.9487666034155596,0.0,-2.2792022792022713,0.0,0.0950570342205323,-17.546233649075326,0.0441473651484532,-0.0136947965727283,1964.0,-5.120772946859904,321792.0,335848.0,1252.0,10.01757469244288,98328.0,116945.0,4.919012356217589,2.3597580722807203
2025-05-07,1267.0,103009.0,3.5266331658291454,1.7679558011049723,-5.058856319728271,813.0,119890.0,2.4674580993649737,0.8475658527077091,2.2398,3865.3701171875,0.8624031458383329,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,55.0,29.0,0.8591959296021353,-0.0993048659384394,-0.2955665024630514,0.0,1.4000000000000057,-3.743842364532017,-1.6748768472906432,0.0949667616334364,0.0,0.765550239234447,0.0,-13.379991766158913,53.744798890429955,0.0105716133525695,0.1404197088452491,2070.0,21.47887323943662,321650.0,335894.0,1252.0,10.01757469244288,93718.0,114249.0,1.7965762947514772,-0.468694190108636
2025-04-23,1139.0,99500.0,1.817363186116,1.86215978928885,-1.9825235795230665,744.0,117003.0,-0.7599725188508808,-6.532258064516129,2.3258,3832.320068359375,12.924873353968485,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,58.0,27.0,0.8504055451569618,-0.0993048659384394,-0.2955665024630514,0.0,1.4000000000000057,-3.743842364532017,-1.6748768472906432,0.0949667616334364,0.0,0.765550239234447,0.0,-13.379991766158913,53.744798890429955,0.0105716133525695,0.1404197088452491,2070.0,21.47887323943662,321650.0,335894.0,1252.0,10.01757469244288,93718.0,114249.0,1.7965762947514772,-0.468694190108636
2025-04-09,1138.0,97724.0,3.409451651816893,1.8998242530755711,10.81496668375192,760.0,117899.0,0.8632047223885704,-1.3817989790529774,2.3707,3393.68994140625,-13.167330878877753,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,58.0,27.0,0.8288789557163335,0.8008008008007979,-0.7820136852394889,-0.788177339901475,-2.3437500000000053,1.196410767696912,1.0956175298804725,1.4450867052023122,0.0,3.1589338598223127,0.0,79.65976331360946,8.014981273408239,0.2259334166430345,-0.0160964835145181,1704.0,-17.760617760617762,321616.0,335423.0,1138.0,10.271317829457365,92064.0,114787.0,-0.4982437179140773,2.6653071811246165
2025-03-19,1138.0,94502.0,1.91092418850426,1.7144112478031637,-3.5749032700678933,747.0,116890.0,3.4424778761061945,1.392324263943189,2.3354,3908.31005859375,0.2542108685166427,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,55.0,28.0,0.8084695012404826,0.8008008008007979,-0.7820136852394889,-0.788177339901475,-2.3437500000000053,1.196410767696912,1.0956175298804725,1.4450867052023122,0.0,3.1589338598223127,0.0,79.65976331360946,8.014981273408239,0.2259334166430345,-0.0160964835145181,1704.0,-17.760617760617762,321616.0,335423.0,1138.0,10.271317829457365,92064.0,114787.0,-0.4982437179140773,2.6653071811246165
2025-03-05,1144.0,92730.0,-0.1292407108239095,1.777972027972028,-10.790835801752836,765.0,113000.0,3.104071242175952,3.510063056059418,2.4407,3898.39990234375,-0.9059423992858804,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,55.0,28.0,0.8206194690265487,-0.794438927507445,1.488095238095238,1.703406813627257,2.7081243731193605,1.0070493454179257,1.6194331983805754,2.4679170779861797,5.163853028798414,-0.9775171065493646,4.099999999999994,-53.825136612021865,-43.19148936170213,-0.2238729396693521,-0.058985625977508,2072.0,5.01773948302078,320891.0,335477.0,1138.0,10.271317829457365,92525.0,111807.0,-2.103414345116545,1.148936555180618
2025-02-19,1149.0,92850.0,9.235294117647058,1.9930374238468231,56.85176959458402,744.0,109598.0,-1.3554867511520736,13.316996081195088,2.6428,3934.0400390625,3.110312190694557,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,72.0,30.0,0.8471869924633662,-0.794438927507445,1.488095238095238,1.703406813627257,2.7081243731193605,1.0070493454179257,1.6194331983805754,2.4679170779861797,5.163853028798414,-0.9775171065493646,4.099999999999994,-53.825136612021865,-43.19148936170213,-0.2238729396693521,-0.058985625977508,2072.0,5.01773948302078,320891.0,335477.0,1138.0,10.271317829457365,92525.0,111807.0,-2.103414345116545,1.148936555180618
2025-02-05,1138.0,85000.0,-9.18900439097873,1.270650263620387,-8.46865688610557,748.0,111104.0,-4.733976420150054,-13.769179686134713,2.7906,3815.3701171875,0.9034186570673914,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,72.0,30.0,0.7650489631336406,0.2988047808764911,0.5988023952095751,-0.4985044865403789,-0.200200200200203,-1.0956175298804864,-0.4032258064516186,0.9970089730807578,0.8008008008007979,1.488095238095238,0.0,51.788491446345255,42.857142857142854,0.2978269547427773,0.2415891729826259,1973.0,38.84588318085855,321611.0,335675.0,1138.0,10.271317829457365,94513.0,110537.0,-3.3085414386119267,1.2577406470997765
2025-01-22,1069.0,93601.0,-0.1045902304186811,1.3882132834424696,3.9400821925788274,686.0,116625.0,-4.013135694356425,-16.51271883160847,2.6592,3781.2099609375,-2.7211362050414953,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,54.0,25.0,0.8025809217577706,0.2988047808764911,0.5988023952095751,-0.4985044865403789,-0.200200200200203,-1.0956175298804864,-0.4032258064516186,0.9970089730807578,0.8008008008007979,1.488095238095238,0.0,51.788491446345255,42.857142857142854,0.2978269547427773,0.2415891729826259,1973.0,38.84588318085855,321611.0,335675.0,1138.0,10.271317829457365,94513.0,110537.0,-3.3085414386119267,1.2577406470997765
2025-01-08,1034.0,93699.0,-2.396875,1.3355899419729207,-8.211448211024369,677.0,121501.0,11.46880733944954,28.078012687837,2.8583,3886.97998046875,2.8404934875079157,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,54.0,25.0,0.7711788380342549,0.2997002997003111,-1.1834319526627246,-1.5701668302257197,-2.8210116731517427,-0.1988071570576428,-0.3015075376884393,-1.2795275590551154,0.0,-3.0769230769230793,0.0,-0.5157297576070139,13.058419243986256,0.158676612066919,0.0759088137903004,1421.0,-25.445960125918155,320656.0,334866.0,1032.0,5.629477993858751,97747.0,109164.0,-0.8470106104562699,-0.6516199490353113
2024-12-18,1035.0,96000.0,2.127659574468085,1.4550724637681158,2.29899287644312,676.0,109000.0,5.814969420444617,16.16406111209808,3.0341,3779.6201171875,-0.5347406678019814,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,49.0,24.0,0.8807339449541285,0.2997002997003111,-1.1834319526627246,-1.5701668302257197,-2.8210116731517427,-0.1988071570576428,-0.3015075376884393,-1.2795275590551154,0.0,-3.0769230769230793,0.0,-0.5157297576070139,13.058419243986256,0.158676612066919,0.0759088137903004,1421.0,-25.445960125918155,320656.0,334866.0,1032.0,5.629477993858751,97747.0,109164.0,-0.8470106104562699,-0.6516199490353113
2024-12-04,1037.0,94000.0,4.573418327047803,1.4223722275795565,12.173446129569566,689.0,103010.0,-1.9708605742236944,-2.4972350735487185,2.9947,3799.93994140625,1.5038852679110906,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,49.0,24.0,0.9125327638093389,-0.4970178926441352,1.096709870388842,1.191658391261175,1.6815034619188949,1.6161616161616104,0.4036326942482398,1.094527363184074,0.0,2.76679841897233,0.0,-10.973370064279155,-24.494032174364296,0.0103087952766974,-0.0077695898254232,1906.0,1.00688924218336,320148.0,334612.0,1032.0,5.629477993858751,98582.0,109880.0,0.2695362958593122,0.1659100439388138
2024-11-20,1041.0,89889.0,-10.011112334691507,1.2680115273775217,-1.4400606522703718,678.0,105081.0,-2.7036786696419477,-13.647397514628596,3.0492,3743.639892578125,3.903699503050818,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,48.0,25.0,0.8554258143717703,-0.4970178926441352,1.096709870388842,1.191658391261175,1.6815034619188949,1.6161616161616104,0.4036326942482398,1.094527363184074,0.0,2.76679841897233,0.0,-10.973370064279155,-24.494032174364296,0.0103087952766974,-0.0077695898254232,1906.0,1.00688924218336,320148.0,334612.0,1032.0,5.629477993858751,98582.0,109880.0,0.2695362958593122,0.1659100439388138
2024-11-06,1040.0,99889.0,-2.926141885325559,1.2865384615384616,-9.195617591214656,696.0,108001.0,-5.170778821670032,2.5832596522251627,3.1124,3602.989990234375,0.0613745055104501,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,48.0,25.0,0.9248895843557005,0.1992031872509846,0.6018054162487405,0.7000000000000028,0.8982035928143627,0.8146639511201601,-0.2014098690835879,1.2084592145015136,0.0,3.054989816700611,0.0,4.1108986615678775,5.358119190814653,0.0909875431487318,0.179620282722325,1887.0,6.25,320115.0,334638.0,1032.0,5.629477993858751,98317.0,109698.0,4.203453063560534,4.607785173459463
2024-10-23,1058.0,102900.0,-0.8660969758860876,1.4168241965973536,-12.199298540039305,670.0,113890.0,-1.8206582645126808,-9.921104808063005,3.2664,3600.780029296875,0.142397148580615,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,52.0,27.0,0.9035033804548248,0.1992031872509846,0.6018054162487405,0.7000000000000028,0.8982035928143627,0.8146639511201601,-0.2014098690835879,1.2084592145015136,0.0,3.054989816700611,0.0,4.1108986615678775,5.358119190814653,0.0909875431487318,0.179620282722325,1887.0,6.25,320115.0,334638.0,1032.0,5.629477993858751,98317.0,109698.0,4.203453063560534,4.607785173459463
2024-10-09,994.0,103799.0,5.354025415127279,1.613682092555332,16.016359595481383,671.0,116002.0,5.455404950864083,21.851650280005902,3.4364,3595.659912109375,0.0901896299663081,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,52.0,27.0,0.8948035378700367,0.6012024048096278,0.0,-0.1996007984031964,0.7035175879397014,-3.0602171767028574,-1.7804154302670596,0.4044489383215282,0.0,0.6147540983606645,0.0,-5.723298783235692,8.933889219773675,0.0989020619202023,0.1823471193353927,1776.0,45.45454545454545,319824.0,334038.0,977.0,1.5592515592515594,94351.0,104866.0,2.894314972136493,2.169740546965578
2024-09-18,990.0,98524.0,2.107990465333195,1.3909090909090909,4.530859049207675,663.0,110001.0,3.481655691439322,-4.583161936103123,3.4505,3592.419921875,4.388938280741652,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,46.0,31.0,0.8956645848674103,0.6012024048096278,0.0,-0.1996007984031964,0.7035175879397014,-3.0602171767028574,-1.7804154302670596,0.4044489383215282,0.0,0.6147540983606645,0.0,-5.723298783235692,8.933889219773675,0.0989020619202023,0.1823471193353927,1776.0,45.45454545454545,319824.0,334038.0,977.0,1.5592515592515594,94351.0,104866.0,2.894314972136493,2.169740546965578
2024-09-04,983.0,96490.0,2.7582534611288607,1.3306205493387588,-0.962945414512471,665.0,106300.0,0.3881422999556139,-3.230563718942022,3.4788,3441.3798828125,2.0042881785053988,0.0,0.0,1.0,0.0,7.0,0.7,0.6,0.55,0.0,0.0,0.0,1.0,60000.0,1.0,1.0,15000.0,1.0,46.0,31.0,0.9077140169332079,-0.2997002997002969,0.1004016064257113,0.7035175879397014,-0.2006018054162516,1.5030060120240485,1.3026052104208388,-0.5030181086519114,0.0,-1.1144883485309105,0.0,11.901159858799796,-5.461711711711711,0.3133339612571034,0.1763594247137539,1221.0,15.29745042492918,319508.0,333430.0,977.0,1.5592515592515594,91697.0,102639.0,0.3436087674950483,0.2108901320992355
